split,category,filename,width,height
bottle,test,bottle\test\contamination\009.jpg,640,640
bottle,test,bottle\test\contamination\010.jpg,640,640
bottle,test,bottle\test\contamination\011.jpg,640,640
bottle,test,bottle\test\contamination\012.jpg,640,640
bottle,test,bottle\test\contamination\013.jpg,640,640
bottle,test,bottle\test\contamination\014.jpg,640,640
bottle,test,bottle\test\contamination\015.jpg,640,640
bottle,test,bottle\test\contamination\016.jpg,640,640
bottle,test,bottle\test\contamination\017.jpg,640,640
bottle,test,bottle\test\contamination\018.jpg,640,640
bottle,test,bottle\test\contamination\019.jpg,640,640
bottle,test,bottle\test\contamination\020.jpg,640,640
bottle,test,bottle\test\good\000.jpg,640,640
bottle,test,bottle\test\good\001.jpg,640,640
bottle,test,bottle\test\good\002.jpg,640,640
bottle,test,bottle\test\good\003.jpg,640,640
bottle,test,bottle\test\good\004.jpg,640,640
bottle,test,bottle\test\good\005.jpg,640,640
bottle,test,bottle\test\good\006.jpg,640,640
bottle,test,bottle\test\good\007.jpg,640,640
bottle,test,bottle\test\good\008.jpg,640,640
bottle,test,bottle\test\good\009.jpg,640,640
bottle,test,bottle\test\good\010.jpg,640,640
bottle,test,bottle\test\good\011.jpg,640,640
bottle,test,bottle\test\good\012.jpg,640,640
bottle,test,bottle\test\good\013.jpg,640,640
bottle,test,bottle\test\good\014.jpg,640,640
bottle,test,bottle\test\good\015.jpg,640,640
bottle,test,bottle\test\good\016.jpg,640,640
bottle,test,bottle\test\good\017.jpg,640,640
bottle,test,bottle\test\good\018.jpg,640,640
bottle,test,bottle\test\good\019.jpg,640,640
bottle,train,bottle\train\good\000.jpg,640,640
bottle,train,bottle\train\good\001.jpg,640,640
bottle,train,bottle\train\good\002.jpg,640,640
bottle,train,bottle\train\good\003.jpg,640,640
bottle,train,bottle\train\good\004.jpg,640,640
bottle,train,bottle\train\good\005.jpg,640,640
bottle,train,bottle\train\good\006.jpg,640,640
bottle,train,bottle\train\good\007.jpg,640,640
bottle,train,bottle\train\good\008.jpg,640,640
bottle,train,bottle\train\good\009.jpg,640,640
bottle,train,bottle\train\good\010.jpg,640,640
bottle,train,bottle\train\good\011.jpg,640,640
bottle,train,bottle\train\good\012.jpg,640,640
bottle,train,bottle\train\good\013.jpg,640,640
bottle,train,bottle\train\good\014.jpg,640,640
bottle,train,bottle\train\good\015.jpg,640,640
bottle,train,bottle\train\good\016.jpg,640,640
bottle,train,bottle\train\good\017.jpg,640,640
bottle,train,bottle\train\good\018.jpg,640,640
bottle,train,bottle\train\good\019.jpg,640,640
bottle,train,bottle\train\good\020.jpg,640,640
bottle,train,bottle\train\good\021.jpg,640,640
bottle,train,bottle\train\good\022.jpg,640,640
bottle,train,bottle\train\good\023.jpg,640,640
bottle,train,bottle\train\good\024.jpg,640,640
bottle,train,bottle\train\good\025.jpg,640,640
bottle,train,bottle\train\good\026.jpg,640,640
bottle,train,bottle\train\good\027.jpg,640,640
bottle,train,bottle\train\good\028.jpg,640,640
bottle,train,bottle\train\good\029.jpg,640,640
bottle,train,bottle\train\good\030.jpg,640,640
bottle,train,bottle\train\good\031.jpg,640,640
bottle,train,bottle\train\good\032.jpg,640,640
bottle,train,bottle\train\good\033.jpg,640,640
bottle,train,bottle\train\good\034.jpg,640,640
bottle,train,bottle\train\good\035.jpg,640,640
bottle,train,bottle\train\good\036.jpg,640,640
bottle,train,bottle\train\good\037.jpg,640,640
bottle,train,bottle\train\good\038.jpg,640,640
bottle,train,bottle\train\good\039.jpg,640,640
bottle,train,bottle\train\good\040.jpg,640,640
bottle,train,bottle\train\good\041.jpg,640,640
bottle,train,bottle\train\good\042.jpg,640,640
bottle,train,bottle\train\good\043.jpg,640,640
bottle,train,bottle\train\good\044.jpg,640,640
bottle,train,bottle\train\good\045.jpg,640,640
bottle,train,bottle\train\good\046.jpg,640,640
bottle,train,bottle\train\good\047.jpg,640,640
bottle,train,bottle\train\good\048.jpg,640,640
bottle,train,bottle\train\good\049.jpg,640,640
bottle,train,bottle\train\good\050.jpg,640,640
bottle,train,bottle\train\good\051.jpg,640,640
bottle,train,bottle\train\good\052.jpg,640,640
bottle,train,bottle\train\good\053.jpg,640,640
bottle,train,bottle\train\good\054.jpg,640,640
bottle,train,bottle\train\good\055.jpg,640,640
bottle,train,bottle\train\good\056.jpg,640,640
bottle,train,bottle\train\good\057.jpg,640,640
bottle,train,bottle\train\good\058.jpg,640,640
bottle,train,bottle\train\good\059.jpg,640,640
bottle,train,bottle\train\good\060.jpg,640,640
bottle,train,bottle\train\good\061.jpg,640,640
bottle,train,bottle\train\good\062.jpg,640,640
bottle,train,bottle\train\good\063.jpg,640,640
bottle,train,bottle\train\good\064.jpg,640,640
bottle,train,bottle\train\good\065.jpg,640,640
bottle,train,bottle\train\good\066.jpg,640,640
bottle,train,bottle\train\good\067.jpg,640,640
bottle,train,bottle\train\good\068.jpg,640,640
bottle,train,bottle\train\good\069.jpg,640,640
bottle,train,bottle\train\good\070.jpg,640,640
bottle,train,bottle\train\good\071.jpg,640,640
bottle,train,bottle\train\good\072.jpg,640,640
bottle,train,bottle\train\good\073.jpg,640,640
bottle,train,bottle\train\good\074.jpg,640,640
bottle,train,bottle\train\good\075.jpg,640,640
bottle,train,bottle\train\good\076.jpg,640,640
bottle,train,bottle\train\good\077.jpg,640,640
bottle,train,bottle\train\good\078.jpg,640,640
bottle,train,bottle\train\good\079.jpg,640,640
bottle,train,bottle\train\good\080.jpg,640,640
bottle,train,bottle\train\good\081.jpg,640,640
bottle,train,bottle\train\good\082.jpg,640,640
bottle,train,bottle\train\good\083.jpg,640,640
bottle,train,bottle\train\good\084.jpg,640,640
bottle,train,bottle\train\good\085.jpg,640,640
bottle,train,bottle\train\good\086.jpg,640,640
bottle,train,bottle\train\good\087.jpg,640,640
bottle,train,bottle\train\good\088.jpg,640,640
bottle,train,bottle\train\good\089.jpg,640,640
bottle,train,bottle\train\good\090.jpg,640,640
bottle,train,bottle\train\good\091.jpg,640,640
bottle,train,bottle\train\good\092.jpg,640,640
bottle,train,bottle\train\good\093.jpg,640,640
bottle,train,bottle\train\good\094.jpg,640,640
bottle,train,bottle\train\good\095.jpg,640,640
bottle,train,bottle\train\good\096.jpg,640,640
bottle,train,bottle\train\good\097.jpg,640,640
bottle,train,bottle\train\good\098.jpg,640,640
bottle,train,bottle\train\good\099.jpg,640,640
bottle,train,bottle\train\good\100.jpg,640,640
bottle,train,bottle\train\good\101.jpg,640,640
bottle,train,bottle\train\good\102.jpg,640,640
bottle,train,bottle\train\good\103.jpg,640,640
bottle,train,bottle\train\good\104.jpg,640,640
bottle,train,bottle\train\good\105.jpg,640,640
bottle,train,bottle\train\good\106.jpg,640,640
bottle,train,bottle\train\good\107.jpg,640,640
bottle,train,bottle\train\good\108.jpg,640,640
bottle,train,bottle\train\good\109.jpg,640,640
bottle,train,bottle\train\good\110.jpg,640,640
bottle,train,bottle\train\good\111.jpg,640,640
bottle,train,bottle\train\good\112.jpg,640,640
bottle,train,bottle\train\good\113.jpg,640,640
bottle,train,bottle\train\good\114.jpg,640,640
bottle,train,bottle\train\good\115.jpg,640,640
bottle,train,bottle\train\good\116.jpg,640,640
bottle,train,bottle\train\good\117.jpg,640,640
bottle,train,bottle\train\good\118.jpg,640,640
bottle,train,bottle\train\good\119.jpg,640,640
bottle,train,bottle\train\good\120.jpg,640,640
bottle,train,bottle\train\good\121.jpg,640,640
bottle,train,bottle\train\good\122.jpg,640,640
bottle,train,bottle\train\good\123.jpg,640,640
bottle,train,bottle\train\good\124.jpg,640,640
bottle,train,bottle\train\good\125.jpg,640,640
bottle,train,bottle\train\good\126.jpg,640,640
bottle,train,bottle\train\good\127.jpg,640,640
bottle,train,bottle\train\good\128.jpg,640,640
bottle,train,bottle\train\good\129.jpg,640,640
bottle,train,bottle\train\good\130.jpg,640,640
bottle,train,bottle\train\good\131.jpg,640,640
bottle,train,bottle\train\good\132.jpg,640,640
bottle,train,bottle\train\good\133.jpg,640,640
bottle,train,bottle\train\good\134.jpg,640,640
bottle,train,bottle\train\good\135.jpg,640,640
bottle,train,bottle\train\good\136.jpg,640,640
bottle,train,bottle\train\good\137.jpg,640,640
bottle,train,bottle\train\good\138.jpg,640,640
bottle,train,bottle\train\good\139.jpg,640,640
bottle,train,bottle\train\good\140.jpg,640,640
bottle,train,bottle\train\good\141.jpg,640,640
bottle,train,bottle\train\good\142.jpg,640,640
bottle,train,bottle\train\good\143.jpg,640,640
bottle,train,bottle\train\good\144.jpg,640,640
bottle,train,bottle\train\good\145.jpg,640,640
bottle,train,bottle\train\good\146.jpg,640,640
bottle,train,bottle\train\good\147.jpg,640,640
bottle,train,bottle\train\good\148.jpg,640,640
bottle,train,bottle\train\good\149.jpg,640,640
bottle,train,bottle\train\good\150.jpg,640,640
bottle,train,bottle\train\good\151.jpg,640,640
bottle,train,bottle\train\good\152.jpg,640,640
bottle,train,bottle\train\good\153.jpg,640,640
bottle,train,bottle\train\good\154.jpg,640,640
bottle,train,bottle\train\good\155.jpg,640,640
bottle,train,bottle\train\good\156.jpg,640,640
bottle,train,bottle\train\good\157.jpg,640,640
bottle,train,bottle\train\good\158.jpg,640,640
bottle,train,bottle\train\good\159.jpg,640,640
bottle,train,bottle\train\good\160.jpg,640,640
bottle,train,bottle\train\good\161.jpg,640,640
bottle,train,bottle\train\good\162.jpg,640,640
bottle,train,bottle\train\good\163.jpg,640,640
bottle,train,bottle\train\good\164.jpg,640,640
bottle,train,bottle\train\good\165.jpg,640,640
bottle,train,bottle\train\good\166.jpg,640,640
bottle,train,bottle\train\good\167.jpg,640,640
bottle,train,bottle\train\good\168.jpg,640,640
bottle,train,bottle\train\good\169.jpg,640,640
bottle,train,bottle\train\good\170.jpg,640,640
bottle,train,bottle\train\good\171.jpg,640,640
bottle,train,bottle\train\good\172.jpg,640,640
bottle,train,bottle\train\good\173.jpg,640,640
bottle,train,bottle\train\good\174.jpg,640,640
bottle,train,bottle\train\good\175.jpg,640,640
bottle,train,bottle\train\good\176.jpg,640,640
bottle,train,bottle\train\good\177.jpg,640,640
bottle,train,bottle\train\good\178.jpg,640,640
bottle,train,bottle\train\good\179.jpg,640,640
bottle,train,bottle\train\good\180.jpg,640,640
bottle,train,bottle\train\good\181.jpg,640,640
bottle,train,bottle\train\good\182.jpg,640,640
bottle,train,bottle\train\good\183.jpg,640,640
bottle,train,bottle\train\good\184.jpg,640,640
bottle,train,bottle\train\good\185.jpg,640,640
bottle,train,bottle\train\good\186.jpg,640,640
bottle,train,bottle\train\good\187.jpg,640,640
bottle,train,bottle\train\good\188.jpg,640,640
bottle,train,bottle\train\good\189.jpg,640,640
bottle,train,bottle\train\good\190.jpg,640,640
bottle,train,bottle\train\good\191.jpg,640,640
bottle,train,bottle\train\good\192.jpg,640,640
bottle,train,bottle\train\good\193.jpg,640,640
bottle,train,bottle\train\good\194.jpg,640,640
bottle,train,bottle\train\good\195.jpg,640,640
bottle,train,bottle\train\good\196.jpg,640,640
bottle,train,bottle\train\good\197.jpg,640,640
bottle,train,bottle\train\good\198.jpg,640,640
bottle,train,bottle\train\good\199.jpg,640,640
bottle,train,bottle\train\good\200.jpg,640,640
bottle,train,bottle\train\good\201.jpg,640,640
bottle,train,bottle\train\good\202.jpg,640,640
bottle,train,bottle\train\good\203.jpg,640,640
bottle,train,bottle\train\good\204.jpg,640,640
bottle,train,bottle\train\good\205.jpg,640,640
bottle,train,bottle\train\good\206.jpg,640,640
bottle,train,bottle\train\good\207.jpg,640,640
bottle,train,bottle\train\good\208.jpg,640,640
cable,test,cable\test\bent_wire\000.jpg,640,640
cable,test,cable\test\bent_wire\001.jpg,640,640
cable,test,cable\test\bent_wire\002.jpg,640,640
cable,test,cable\test\bent_wire\003.jpg,640,640
cable,test,cable\test\bent_wire\004.jpg,640,640
cable,test,cable\test\bent_wire\005.jpg,640,640
cable,test,cable\test\bent_wire\006.jpg,640,640
cable,test,cable\test\bent_wire\007.jpg,640,640
cable,test,cable\test\bent_wire\008.jpg,640,640
cable,test,cable\test\bent_wire\009.jpg,640,640
cable,test,cable\test\bent_wire\010.jpg,640,640
cable,test,cable\test\bent_wire\011.jpg,640,640
cable,test,cable\test\bent_wire\012.jpg,640,640
cable,test,cable\test\cable_swap\000.jpg,640,640
cable,test,cable\test\cable_swap\001.jpg,640,640
cable,test,cable\test\cable_swap\002.jpg,640,640
cable,test,cable\test\cable_swap\003.jpg,640,640
cable,test,cable\test\cable_swap\004.jpg,640,640
cable,test,cable\test\cable_swap\005.jpg,640,640
cable,test,cable\test\cable_swap\006.jpg,640,640
cable,test,cable\test\cable_swap\007.jpg,640,640
cable,test,cable\test\cable_swap\008.jpg,640,640
cable,test,cable\test\cable_swap\009.jpg,640,640
cable,test,cable\test\cable_swap\010.jpg,640,640
cable,test,cable\test\cable_swap\011.jpg,640,640
cable,test,cable\test\combined\000.jpg,640,640
cable,test,cable\test\combined\001.jpg,640,640
cable,test,cable\test\combined\002.jpg,640,640
cable,test,cable\test\combined\003.jpg,640,640
cable,test,cable\test\combined\004.jpg,640,640
cable,test,cable\test\combined\005.jpg,640,640
cable,test,cable\test\combined\006.jpg,640,640
cable,test,cable\test\combined\007.jpg,640,640
cable,test,cable\test\combined\008.jpg,640,640
cable,test,cable\test\combined\009.jpg,640,640
cable,test,cable\test\combined\010.jpg,640,640
cable,test,cable\test\cut_inner_insulation\000.jpg,640,640
cable,test,cable\test\cut_inner_insulation\001.jpg,640,640
cable,test,cable\test\cut_inner_insulation\002.jpg,640,640
cable,test,cable\test\cut_inner_insulation\003.jpg,640,640
cable,test,cable\test\cut_inner_insulation\004.jpg,640,640
cable,test,cable\test\cut_inner_insulation\005.jpg,640,640
cable,test,cable\test\cut_inner_insulation\006.jpg,640,640
cable,test,cable\test\cut_inner_insulation\007.jpg,640,640
cable,test,cable\test\cut_inner_insulation\008.jpg,640,640
cable,test,cable\test\cut_inner_insulation\009.jpg,640,640
cable,test,cable\test\cut_inner_insulation\010.jpg,640,640
cable,test,cable\test\cut_inner_insulation\011.jpg,640,640
cable,test,cable\test\cut_inner_insulation\012.jpg,640,640
cable,test,cable\test\cut_inner_insulation\013.jpg,640,640
cable,test,cable\test\cut_outer_insulation\000.jpg,640,640
cable,test,cable\test\cut_outer_insulation\001.jpg,640,640
cable,test,cable\test\cut_outer_insulation\002.jpg,640,640
cable,test,cable\test\cut_outer_insulation\003.jpg,640,640
cable,test,cable\test\cut_outer_insulation\004.jpg,640,640
cable,test,cable\test\cut_outer_insulation\005.jpg,640,640
cable,test,cable\test\cut_outer_insulation\006.jpg,640,640
cable,test,cable\test\cut_outer_insulation\007.jpg,640,640
cable,test,cable\test\cut_outer_insulation\008.jpg,640,640
cable,test,cable\test\cut_outer_insulation\009.jpg,640,640
cable,test,cable\test\good\000.jpg,640,640
cable,test,cable\test\good\001.jpg,640,640
cable,test,cable\test\good\002.jpg,640,640
cable,test,cable\test\good\003.jpg,640,640
cable,test,cable\test\good\004.jpg,640,640
cable,test,cable\test\good\005.jpg,640,640
cable,test,cable\test\good\006.jpg,640,640
cable,test,cable\test\good\007.jpg,640,640
cable,test,cable\test\good\008.jpg,640,640
cable,test,cable\test\good\009.jpg,640,640
cable,test,cable\test\good\010.jpg,640,640
cable,test,cable\test\good\011.jpg,640,640
cable,test,cable\test\good\012.jpg,640,640
cable,test,cable\test\good\013.jpg,640,640
cable,test,cable\test\good\014.jpg,640,640
cable,test,cable\test\good\015.jpg,640,640
cable,test,cable\test\good\016.jpg,640,640
cable,test,cable\test\good\017.jpg,640,640
cable,test,cable\test\good\018.jpg,640,640
cable,test,cable\test\good\019.jpg,640,640
cable,test,cable\test\good\020.jpg,640,640
cable,test,cable\test\good\021.jpg,640,640
cable,test,cable\test\good\022.jpg,640,640
cable,test,cable\test\good\023.jpg,640,640
cable,test,cable\test\good\024.jpg,640,640
cable,test,cable\test\good\025.jpg,640,640
cable,test,cable\test\good\026.jpg,640,640
cable,test,cable\test\good\027.jpg,640,640
cable,test,cable\test\good\028.jpg,640,640
cable,test,cable\test\good\029.jpg,640,640
cable,test,cable\test\good\030.jpg,640,640
cable,test,cable\test\good\031.jpg,640,640
cable,test,cable\test\good\032.jpg,640,640
cable,test,cable\test\good\033.jpg,640,640
cable,test,cable\test\good\034.jpg,640,640
cable,test,cable\test\good\035.jpg,640,640
cable,test,cable\test\good\036.jpg,640,640
cable,test,cable\test\good\037.jpg,640,640
cable,test,cable\test\good\038.jpg,640,640
cable,test,cable\test\good\039.jpg,640,640
cable,test,cable\test\good\040.jpg,640,640
cable,test,cable\test\good\041.jpg,640,640
cable,test,cable\test\good\042.jpg,640,640
cable,test,cable\test\good\043.jpg,640,640
cable,test,cable\test\good\044.jpg,640,640
cable,test,cable\test\good\045.jpg,640,640
cable,test,cable\test\good\046.jpg,640,640
cable,test,cable\test\good\047.jpg,640,640
cable,test,cable\test\good\048.jpg,640,640
cable,test,cable\test\good\049.jpg,640,640
cable,test,cable\test\good\050.jpg,640,640
cable,test,cable\test\good\051.jpg,640,640
cable,test,cable\test\good\052.jpg,640,640
cable,test,cable\test\good\053.jpg,640,640
cable,test,cable\test\good\054.jpg,640,640
cable,test,cable\test\good\055.jpg,640,640
cable,test,cable\test\good\056.jpg,640,640
cable,test,cable\test\good\057.jpg,640,640
cable,test,cable\test\missing_cable\000.jpg,640,640
cable,test,cable\test\missing_cable\001.jpg,640,640
cable,test,cable\test\missing_cable\002.jpg,640,640
cable,test,cable\test\missing_cable\003.jpg,640,640
cable,test,cable\test\missing_cable\004.jpg,640,640
cable,test,cable\test\missing_cable\005.jpg,640,640
cable,test,cable\test\missing_cable\006.jpg,640,640
cable,test,cable\test\missing_cable\007.jpg,640,640
cable,test,cable\test\missing_cable\008.jpg,640,640
cable,test,cable\test\missing_cable\009.jpg,640,640
cable,test,cable\test\missing_cable\010.jpg,640,640
cable,test,cable\test\missing_cable\011.jpg,640,640
cable,test,cable\test\missing_wire\000.jpg,640,640
cable,test,cable\test\missing_wire\001.jpg,640,640
cable,test,cable\test\missing_wire\002.jpg,640,640
cable,test,cable\test\missing_wire\003.jpg,640,640
cable,test,cable\test\missing_wire\004.jpg,640,640
cable,test,cable\test\missing_wire\005.jpg,640,640
cable,test,cable\test\missing_wire\006.jpg,640,640
cable,test,cable\test\missing_wire\007.jpg,640,640
cable,test,cable\test\missing_wire\008.jpg,640,640
cable,test,cable\test\missing_wire\009.jpg,640,640
cable,test,cable\test\poke_insulation\000.jpg,640,640
cable,test,cable\test\poke_insulation\001.jpg,640,640
cable,test,cable\test\poke_insulation\002.jpg,640,640
cable,test,cable\test\poke_insulation\003.jpg,640,640
cable,test,cable\test\poke_insulation\004.jpg,640,640
cable,test,cable\test\poke_insulation\005.jpg,640,640
cable,test,cable\test\poke_insulation\006.jpg,640,640
cable,test,cable\test\poke_insulation\007.jpg,640,640
cable,test,cable\test\poke_insulation\008.jpg,640,640
cable,test,cable\test\poke_insulation\009.jpg,640,640
cable,train,cable\train\good\000.jpg,640,640
cable,train,cable\train\good\001.jpg,640,640
cable,train,cable\train\good\002.jpg,640,640
cable,train,cable\train\good\003.jpg,640,640
cable,train,cable\train\good\004.jpg,640,640
cable,train,cable\train\good\005.jpg,640,640
cable,train,cable\train\good\006.jpg,640,640
cable,train,cable\train\good\007.jpg,640,640
cable,train,cable\train\good\008.jpg,640,640
cable,train,cable\train\good\009.jpg,640,640
cable,train,cable\train\good\010.jpg,640,640
cable,train,cable\train\good\011.jpg,640,640
cable,train,cable\train\good\012.jpg,640,640
cable,train,cable\train\good\013.jpg,640,640
cable,train,cable\train\good\014.jpg,640,640
cable,train,cable\train\good\015.jpg,640,640
cable,train,cable\train\good\016.jpg,640,640
cable,train,cable\train\good\017.jpg,640,640
cable,train,cable\train\good\018.jpg,640,640
cable,train,cable\train\good\019.jpg,640,640
cable,train,cable\train\good\020.jpg,640,640
cable,train,cable\train\good\021.jpg,640,640
cable,train,cable\train\good\022.jpg,640,640
cable,train,cable\train\good\023.jpg,640,640
cable,train,cable\train\good\024.jpg,640,640
cable,train,cable\train\good\025.jpg,640,640
cable,train,cable\train\good\026.jpg,640,640
cable,train,cable\train\good\027.jpg,640,640
cable,train,cable\train\good\028.jpg,640,640
cable,train,cable\train\good\029.jpg,640,640
cable,train,cable\train\good\030.jpg,640,640
cable,train,cable\train\good\031.jpg,640,640
cable,train,cable\train\good\032.jpg,640,640
cable,train,cable\train\good\033.jpg,640,640
cable,train,cable\train\good\034.jpg,640,640
cable,train,cable\train\good\035.jpg,640,640
cable,train,cable\train\good\036.jpg,640,640
cable,train,cable\train\good\037.jpg,640,640
cable,train,cable\train\good\038.jpg,640,640
cable,train,cable\train\good\039.jpg,640,640
cable,train,cable\train\good\040.jpg,640,640
cable,train,cable\train\good\041.jpg,640,640
cable,train,cable\train\good\042.jpg,640,640
cable,train,cable\train\good\043.jpg,640,640
cable,train,cable\train\good\044.jpg,640,640
cable,train,cable\train\good\045.jpg,640,640
cable,train,cable\train\good\046.jpg,640,640
cable,train,cable\train\good\047.jpg,640,640
cable,train,cable\train\good\048.jpg,640,640
cable,train,cable\train\good\049.jpg,640,640
cable,train,cable\train\good\050.jpg,640,640
cable,train,cable\train\good\051.jpg,640,640
cable,train,cable\train\good\052.jpg,640,640
cable,train,cable\train\good\053.jpg,640,640
cable,train,cable\train\good\054.jpg,640,640
cable,train,cable\train\good\055.jpg,640,640
cable,train,cable\train\good\056.jpg,640,640
cable,train,cable\train\good\057.jpg,640,640
cable,train,cable\train\good\058.jpg,640,640
cable,train,cable\train\good\059.jpg,640,640
cable,train,cable\train\good\060.jpg,640,640
cable,train,cable\train\good\061.jpg,640,640
cable,train,cable\train\good\062.jpg,640,640
cable,train,cable\train\good\063.jpg,640,640
cable,train,cable\train\good\064.jpg,640,640
cable,train,cable\train\good\065.jpg,640,640
cable,train,cable\train\good\066.jpg,640,640
cable,train,cable\train\good\067.jpg,640,640
cable,train,cable\train\good\068.jpg,640,640
cable,train,cable\train\good\069.jpg,640,640
cable,train,cable\train\good\070.jpg,640,640
cable,train,cable\train\good\071.jpg,640,640
cable,train,cable\train\good\072.jpg,640,640
cable,train,cable\train\good\073.jpg,640,640
cable,train,cable\train\good\074.jpg,640,640
cable,train,cable\train\good\075.jpg,640,640
cable,train,cable\train\good\076.jpg,640,640
cable,train,cable\train\good\077.jpg,640,640
cable,train,cable\train\good\078.jpg,640,640
cable,train,cable\train\good\079.jpg,640,640
cable,train,cable\train\good\080.jpg,640,640
cable,train,cable\train\good\081.jpg,640,640
cable,train,cable\train\good\082.jpg,640,640
cable,train,cable\train\good\083.jpg,640,640
cable,train,cable\train\good\084.jpg,640,640
cable,train,cable\train\good\085.jpg,640,640
cable,train,cable\train\good\086.jpg,640,640
cable,train,cable\train\good\087.jpg,640,640
cable,train,cable\train\good\088.jpg,640,640
cable,train,cable\train\good\089.jpg,640,640
cable,train,cable\train\good\090.jpg,640,640
cable,train,cable\train\good\091.jpg,640,640
cable,train,cable\train\good\092.jpg,640,640
cable,train,cable\train\good\093.jpg,640,640
cable,train,cable\train\good\094.jpg,640,640
cable,train,cable\train\good\095.jpg,640,640
cable,train,cable\train\good\096.jpg,640,640
cable,train,cable\train\good\097.jpg,640,640
cable,train,cable\train\good\098.jpg,640,640
cable,train,cable\train\good\099.jpg,640,640
cable,train,cable\train\good\100.jpg,640,640
cable,train,cable\train\good\101.jpg,640,640
cable,train,cable\train\good\102.jpg,640,640
cable,train,cable\train\good\103.jpg,640,640
cable,train,cable\train\good\104.jpg,640,640
cable,train,cable\train\good\105.jpg,640,640
cable,train,cable\train\good\106.jpg,640,640
cable,train,cable\train\good\107.jpg,640,640
cable,train,cable\train\good\108.jpg,640,640
cable,train,cable\train\good\109.jpg,640,640
cable,train,cable\train\good\110.jpg,640,640
cable,train,cable\train\good\111.jpg,640,640
cable,train,cable\train\good\112.jpg,640,640
cable,train,cable\train\good\113.jpg,640,640
cable,train,cable\train\good\114.jpg,640,640
cable,train,cable\train\good\115.jpg,640,640
cable,train,cable\train\good\116.jpg,640,640
cable,train,cable\train\good\117.jpg,640,640
cable,train,cable\train\good\118.jpg,640,640
cable,train,cable\train\good\119.jpg,640,640
cable,train,cable\train\good\120.jpg,640,640
cable,train,cable\train\good\121.jpg,640,640
cable,train,cable\train\good\122.jpg,640,640
cable,train,cable\train\good\123.jpg,640,640
cable,train,cable\train\good\124.jpg,640,640
cable,train,cable\train\good\125.jpg,640,640
cable,train,cable\train\good\126.jpg,640,640
cable,train,cable\train\good\127.jpg,640,640
cable,train,cable\train\good\128.jpg,640,640
cable,train,cable\train\good\129.jpg,640,640
cable,train,cable\train\good\130.jpg,640,640
cable,train,cable\train\good\131.jpg,640,640
cable,train,cable\train\good\132.jpg,640,640
cable,train,cable\train\good\133.jpg,640,640
cable,train,cable\train\good\134.jpg,640,640
cable,train,cable\train\good\135.jpg,640,640
cable,train,cable\train\good\136.jpg,640,640
cable,train,cable\train\good\137.jpg,640,640
cable,train,cable\train\good\138.jpg,640,640
